Employee ID	Gender	Age	BusinessTravel	Department	DistanceFromHome (KM)	State	Ethnicity	Education	EducationField	JobRole	MaritalStatus	Salary	StockOptionLevel	OverTime	HireDate	Attrition	YearsAtCompany	YearsInMostRecentRole	YearsSinceLastPromotion	YearsWithCurrManager
930	Male	23	Some Travel	Technology	27	CA	Mixed or multiple ethnic groups	4	Information Systems	Machine Learning Engineer	Divorced	47046	2	Yes	"Sunday, March 3, 2019"	No	3	2	2	1
931	Non-Binary	24	Some Travel	Technology	2	CA	Black or African American	1	Information Systems	Data Scientist	Married	28797	3	Yes	"Monday, March 4, 2019"	No	3	0	2	1
932	Male	21	No Travel 	Technology	42	CA	White	3	Computer Science	Data Scientist	Married	57118	3	No	"Tuesday, March 5, 2019"	No	3	1	3	0
933	Male	21	Some Travel	Technology	30	CA	White	3	Computer Science	Software Engineer	Divorced	37164	1	Yes	"Wednesday, March 6, 2019"	No	3	3	3	3
934	Female	24	Some Travel	Technology	34	IL	Mixed or multiple ethnic groups	3	Computer Science	Machine Learning Engineer	Married	78242	1	No	"Thursday, March 7, 2019"	No	3	0	3	2
935	Female	40	Frequent Traveller	Technology	19	CA	Black or African American	3	Information Systems	Analytics Manager	Single	513325	0	No	"Sunday, March 10, 2019"	No	3	0	0	1
936	Non-Binary	23	Some Travel	Technology	7	CA	White	1	Information Systems	Data Scientist	Single	27360	0	No	"Monday, March 11, 2019"	No	3	2	3	3
937	Male	24	Some Travel	Sales	21	CA	Black or African American	4	Marketing	Sales Executive	Married	85118	3	No	"Monday, March 18, 2019"	Yes	0	0	0	0
938	Female	35	Some Travel	Sales	36	CA	Black or African American	4	Marketing	Manager	Single	396470	0	No	"Friday, March 22, 2019"	No	3	3	3	2
939	Non-Binary	23	Frequent Traveller	Technology	26	CA	White	2	Information Systems	Data Scientist	Single	31342	0	No	"Friday, March 22, 2019"	No	3	0	3	0
940	Male	22	Some Travel	Technology	18	NY	White	4	Information Systems	Senior Software Engineer	Married	68743	0	No	"Saturday, March 23, 2019"	No	3	0	3	1
941	Male	22	No Travel 	Technology	13	CA	Mixed or multiple ethnic groups	5	Computer Science	Senior Software Engineer	Married	68629	1	No	"Monday, March 25, 2019"	No	3	1	1	0
942	Female	31	Some Travel	Sales	38	CA	Black or African American	5	Marketing	Manager	Married	330940	1	No	"Thursday, March 28, 2019"	No	3	1	3	3
943	Male	27	Some Travel	Technology	43	CA	White	4	Computer Science	Senior Software Engineer	Single	105702	0	No	"Saturday, March 30, 2019"	No	3	3	3	1
944	Female	24	Some Travel	Technology	17	IL	Mixed or multiple ethnic groups	3	Information Systems	Software Engineer	Married	26937	1	No	"Sunday, March 31, 2019"	No	3	2	2	1
945	Female	36	Some Travel	Sales	20	IL	Mixed or multiple ethnic groups	4	Economics	Sales Executive	Divorced	220472	1	No	"Wednesday, April 3, 2019"	No	3	1	1	0
946	Female	24	Frequent Traveller	Technology	26	CA	Native Hawaiian 	4	Other	Software Engineer	Divorced	35885	2	No	"Wednesday, April 3, 2019"	No	3	1	2	2
947	Female	39	Frequent Traveller	Human Resources	25	CA	Black or African American	3	Economics	HR Business Partner	Married	349233	1	No	"Saturday, April 6, 2019"	No	3	0	2	0
948	Female	35	Frequent Traveller	Technology	28	CA	Mixed or multiple ethnic groups	3	Computer Science	Machine Learning Engineer	Single	222303	0	No	"Monday, April 8, 2019"	No	3	0	2	2
949	Male	31	Some Travel	Technology	19	CA	White	1	Information Systems	Engineering Manager	Single	371727	0	No	"Tuesday, April 9, 2019"	No	3	2	3	2
950	Female	40	Some Travel	Sales	5	NY	White	4	Marketing 	Manager	Married	267834	0	No	"Wednesday, April 10, 2019"	No	3	3	3	0
951	Female	34	Frequent Traveller	Sales	30	CA	Mixed or multiple ethnic groups	2	Marketing 	Manager	Married	311448	2	Yes	"Friday, April 12, 2019"	No	3	1	2	2
952	Male	24	Some Travel	Technology	33	CA	White	3	Computer Science	Machine Learning Engineer	Married	81974	3	No	"Friday, April 12, 2019"	No	3	1	1	1
953	Female	24	No Travel 	Sales	14	CA	Black or African American	3	Marketing 	Sales Executive	Divorced	52975	1	Yes	"Thursday, April 18, 2019"	No	3	1	3	3
954	Male	32	Some Travel	Sales	15	NY	Mixed or multiple ethnic groups	4	Technical Degree	Sales Executive	Married	208435	1	No	"Thursday, April 18, 2019"	No	3	1	2	1
955	Male	23	Some Travel	Technology	30	CA	Mixed or multiple ethnic groups	4	Information Systems	Senior Software Engineer	Single	54171	0	Yes	"Thursday, April 18, 2019"	No	3	2	3	0
956	Female	28	Frequent Traveller	Technology	31	CA	White	1	Other	Senior Software Engineer	Single	176282	0	Yes	"Tuesday, April 23, 2019"	Yes	2	0	1	0
957	Male	23	Some Travel	Technology	30	CA	White	2	Information Systems	Data Scientist	Single	24518	0	No	"Thursday, April 25, 2019"	No	3	2	2	3
958	Male	33	Frequent Traveller	Technology	32	CA	Black or African American	1	Computer Science	Machine Learning Engineer	Married	188180	0	No	"Saturday, April 27, 2019"	No	3	1	3	3
959	Female	22	Some Travel	Technology	21	IL	Black or African American	3	Computer Science	Software Engineer	Single	27097	0	No	"Sunday, April 28, 2019"	No	3	3	3	1
960	Female	29	Some Travel	Sales	8	NY	White	3	Marketing	Sales Executive	Married	163950	1	No	"Tuesday, April 30, 2019"	No	3	3	3	0
961	Male	24	Frequent Traveller	Technology	34	NY	Black or African American	2	Computer Science	Software Engineer	Single	28484	0	Yes	"Wednesday, May 1, 2019"	Yes	1	1	1	1
962	Male	35	Some Travel	Technology	29	CA	Mixed or multiple ethnic groups	3	Information Systems	Engineering Manager	Divorced	519361	1	Yes	"Saturday, May 4, 2019"	No	3	2	3	1
963	Male	22	No Travel 	Technology	25	CA	White	4	Business Studies	Software Engineer	Single	31386	0	No	"Monday, May 13, 2019"	No	3	2	2	1
964	Male	21	Frequent Traveller	Technology	37	CA	American Indian or Alaska Native	4	Other	Software Engineer	Married	32679	1	No	"Tuesday, May 14, 2019"	No	3	3	3	2
965	Non-Binary	35	Some Travel	Technology	19	CA	American Indian or Alaska Native	2	Information Systems	Senior Software Engineer	Married	187372	0	Yes	"Thursday, May 16, 2019"	No	3	1	1	2
966	Female	21	Some Travel	Technology	44	NY	Black or African American	4	Computer Science	Software Engineer	Married	46366	1	No	"Thursday, May 16, 2019"	No	3	0	3	0
967	Male	21	Some Travel	Sales	21	IL	Black or African American	4	Marketing 	Sales Representative	Married	33641	2	No	"Monday, May 20, 2019"	No	3	0	3	1
968	Male	24	No Travel 	Technology	42	CA	White	4	Computer Science	Senior Software Engineer	Married	58717	1	No	"Monday, May 20, 2019"	No	3	0	2	1
969	Female	21	Some Travel	Technology	8	CA	American Indian or Alaska Native	3	Business Studies	Data Scientist	Single	36534	0	No	"Friday, May 24, 2019"	Yes	0	0	0	0
970	Female	41	Some Travel	Technology	22	CA	White	3	Computer Science	Machine Learning Engineer	Single	235812	0	No	"Monday, May 27, 2019"	No	3	1	2	2
971	Female	24	Some Travel	Sales	16	CA	White	3	Economics	Sales Representative	Single	25102	0	No	"Wednesday, June 5, 2019"	Yes	1	0	0	0
972	Male	21	Some Travel	Technology	43	CA	White	2	Computer Science	Machine Learning Engineer	Single	71698	0	No	"Wednesday, June 5, 2019"	No	3	0	3	3
973	Male	35	Some Travel	Technology	8	CA	Black or African American	4	Computer Science	Analytics Manager	Married	405965	1	No	"Friday, June 7, 2019"	No	3	1	2	0
974	Female	24	No Travel 	Technology	25	CA	White	2	Computer Science	Data Scientist	Married	40342	1	Yes	"Saturday, June 8, 2019"	No	3	2	3	1
975	Female	24	Some Travel	Technology	45	CA	Asian or Asian American	3	Information Systems	Software Engineer	Married	30390	1	No	"Friday, June 14, 2019"	No	3	0	2	2
976	Female	24	No Travel 	Sales	10	CA	Mixed or multiple ethnic groups	4	Marketing	Sales Executive	Married	65432	0	No	"Saturday, June 15, 2019"	No	3	1	2	0
977	Male	21	Some Travel	Technology	35	IL	Black or African American	3	Computer Science	Data Scientist	Divorced	51682	1	No	"Saturday, June 15, 2019"	No	3	1	3	0
978	Male	21	Some Travel	Technology	18	CA	Asian or Asian American	2	Computer Science	Software Engineer	Married	29558	1	Yes	"Monday, June 17, 2019"	No	3	2	3	2
979	Male	22	Some Travel	Technology	8	CA	Black or African American	3	Computer Science	Software Engineer	Single	26158	0	No	"Tuesday, June 18, 2019"	No	3	0	3	1
980	Non-Binary	21	Some Travel	Technology	41	CA	Black or African American	3	Computer Science	Data Scientist	Single	29793	0	Yes	"Saturday, June 22, 2019"	Yes	3	0	0	2
981	Female	21	Some Travel	Technology	4	NY	White	3	Business Studies	Software Engineer	Single	67900	0	No	"Monday, June 24, 2019"	No	3	3	3	2
982	Male	21	Some Travel	Technology	40	CA	White	3	Business Studies	Data Scientist	Married	58274	1	No	"Thursday, June 27, 2019"	No	3	3	3	3
983	Female	41	Some Travel	Technology	18	CA	Mixed or multiple ethnic groups	4	Information Systems	Senior Software Engineer	Married	268964	1	No	"Monday, July 1, 2019"	Yes	3	1	1	0
984	Male	22	Some Travel	Sales	29	IL	Mixed or multiple ethnic groups	2	Economics	Sales Executive	Divorced	58992	1	Yes	"Tuesday, July 2, 2019"	No	3	3	3	2
985	Non-Binary	22	No Travel 	Technology	32	NY	White	2	Computer Science	Software Engineer	Single	38358	0	No	"Friday, July 5, 2019"	No	3	2	2	3
986	Non-Binary	33	Some Travel	Technology	44	CA	White	3	Information Systems	Analytics Manager	Single	230945	0	No	"Tuesday, July 9, 2019"	No	3	0	2	0
987	Female	23	Some Travel	Technology	33	CA	Mixed or multiple ethnic groups	2	Information Systems	Machine Learning Engineer	Divorced	77798	3	No	"Friday, July 12, 2019"	No	3	2	3	0
988	Male	24	Some Travel	Technology	2	NY	Mixed or multiple ethnic groups	2	Business Studies	Software Engineer	Divorced	32313	2	No	"Sunday, July 14, 2019"	No	3	1	1	2
989	Female	21	No Travel 	Technology	22	NY	Black or African American	2	Other	Software Engineer	Married	25208	0	Yes	"Friday, July 19, 2019"	No	3	0	0	1
990	Female	24	Frequent Traveller	Technology	30	NY	White	4	Information Systems	Senior Software Engineer	Married	66110	2	Yes	"Wednesday, July 24, 2019"	No	3	2	2	0
991	Male	23	Frequent Traveller	Technology	34	NY	American Indian or Alaska Native	3	Computer Science	Software Engineer	Married	43009	0	No	"Wednesday, July 24, 2019"	No	3	2	2	1
992	Male	24	Some Travel	Sales	16	CA	Asian or Asian American	2	Marketing	Sales Representative	Single	29128	0	Yes	"Wednesday, July 31, 2019"	Yes	0	0	0	0
993	Non-Binary	22	Some Travel	Technology	10	NY	Asian or Asian American	4	Computer Science	Data Scientist	Married	28953	1	No	"Thursday, August 1, 2019"	No	3	1	1	1
994	Male	31	Some Travel	Technology	25	CA	Black or African American	3	Business Studies	Machine Learning Engineer	Single	157676	0	No	"Wednesday, August 7, 2019"	No	3	0	2	1
995	Female	45	Frequent Traveller	Technology	4	CA	Native Hawaiian 	3	Information Systems	Engineering Manager	Divorced	393420	1	No	"Sunday, August 11, 2019"	No	3	1	1	1
996	Male	24	No Travel 	Technology	18	NY	Mixed or multiple ethnic groups	3	Computer Science	Data Scientist	Divorced	104807	1	No	"Sunday, August 11, 2019"	No	3	0	0	1
997	Female	23	Some Travel	Technology	25	CA	Asian or Asian American	2	Other	Data Scientist	Divorced	25425	1	No	"Tuesday, August 13, 2019"	No	3	1	3	2
998	Male	21	Frequent Traveller	Human Resources	42	CA	Black or African American	4	Other	HR Executive	Married	42303	1	Yes	"Tuesday, August 13, 2019"	No	3	2	2	2
999	Female	46	Some Travel	Sales	8	CA	Mixed or multiple ethnic groups	3	Marketing 	Sales Executive	Married	249505	3	Yes	"Wednesday, August 14, 2019"	No	3	2	2	1
1000	Female	23	Some Travel	Technology	1	CA	White	1	Information Systems	Machine Learning Engineer	Divorced	62324	2	No	"Wednesday, August 14, 2019"	No	3	1	3	3
1001	Male	24	Some Travel	Technology	36	IL	Black or African American	3	Information Systems	Machine Learning Engineer	Single	93015	0	Yes	"Wednesday, August 14, 2019"	No	3	0	2	2
1002	Male	24	Frequent Traveller	Technology	44	CA	White	4	Computer Science	Software Engineer	Divorced	61230	1	No	"Saturday, August 17, 2019"	No	3	2	3	3
1003	Female	23	Some Travel	Technology	20	NY	White	3	Information Systems	Software Engineer	Divorced	85006	2	No	"Sunday, August 18, 2019"	No	3	2	3	0
1004	Female	23	Frequent Traveller	Technology	28	CA	White	2	Computer Science	Data Scientist	Single	57133	0	No	"Friday, August 23, 2019"	Yes	3	0	0	1
1005	Male	24	Some Travel	Sales	9	CA	White	4	Marketing	Sales Executive	Divorced	110542	1	No	"Friday, August 23, 2019"	No	3	3	3	2
1006	Female	21	Some Travel	Technology	2	CA	White	2	Other	Data Scientist	Single	31254	0	No	"Sunday, August 25, 2019"	No	3	0	1	1
1007	Male	50	Frequent Traveller	Technology	43	CA	White	3	Information Systems	Engineering Manager	Divorced	339245	2	No	"Monday, August 26, 2019"	No	3	0	0	1
1008	Male	23	Some Travel	Technology	35	IL	White	3	Computer Science	Data Scientist	Single	28704	0	No	"Wednesday, August 28, 2019"	No	3	3	3	1
1009	Female	21	Frequent Traveller	Technology	7	CA	White	3	Computer Science	Machine Learning Engineer	Single	76518	0	No	"Saturday, August 31, 2019"	No	3	1	2	1
1010	Female	21	No Travel 	Sales	25	CA	White	3	Marketing	Sales Executive	Married	69078	1	No	"Sunday, September 8, 2019"	No	3	3	3	3
1011	Male	21	Some Travel	Technology	30	CA	White	1	Computer Science	Software Engineer	Married	31624	0	No	"Sunday, September 8, 2019"	No	3	3	3	2
1012	Female	22	Some Travel	Technology	14	CA	White	2	Computer Science	Data Scientist	Married	28989	1	No	"Monday, September 9, 2019"	No	3	2	2	3
1013	Male	23	Some Travel	Technology	26	NY	White	2	Computer Science	Data Scientist	Divorced	31426	1	No	"Thursday, September 12, 2019"	No	3	1	2	0
1014	Female	21	Some Travel	Sales	11	NY	White	1	Economics	Sales Representative	Married	42066	1	No	"Friday, September 13, 2019"	No	3	3	3	1
1015	Female	24	Some Travel	Sales	34	CA	White	1	Economics	Sales Executive	Single	107634	0	No	"Sunday, September 15, 2019"	No	3	2	2	2
1016	Male	22	No Travel 	Sales	41	CA	White	1	Marketing 	Sales Representative	Single	27961	0	No	"Sunday, September 15, 2019"	No	3	0	1	0
1017	Male	23	Some Travel	Technology	37	CA	White	4	Business Studies	Senior Software Engineer	Single	57603	0	No	"Wednesday, September 18, 2019"	No	3	0	1	1
1018	Male	24	No Travel 	Technology	21	NY	White	3	Information Systems	Software Engineer	Single	26451	0	No	"Monday, September 23, 2019"	No	3	1	1	3
1019	Female	24	Some Travel	Technology	20	CA	White	1	Computer Science	Software Engineer	Divorced	32930	2	Yes	"Tuesday, September 24, 2019"	No	3	3	3	0
1020	Male	24	Some Travel	Technology	9	CA	White	3	Business Studies	Software Engineer	Married	33443	1	Yes	"Tuesday, September 24, 2019"	No	3	3	3	0
1021	Male	23	Some Travel	Sales	44	NY	White	2	Economics	Sales Executive	Married	100314	3	Yes	"Wednesday, September 25, 2019"	No	3	2	3	3
1022	Non-Binary	23	Some Travel	Technology	20	CA	White	1	Computer Science	Software Engineer	Divorced	45995	1	No	"Friday, September 27, 2019"	No	3	1	1	2
1023	Female	21	Some Travel	Technology	17	NY	White	3	Computer Science	Senior Software Engineer	Single	44940	0	No	"Monday, October 7, 2019"	No	3	3	3	0
1024	Male	21	Some Travel	Technology	7	CA	White	3	Computer Science	Data Scientist	Married	40561	1	No	"Wednesday, October 9, 2019"	No	3	3	3	1
1025	Female	24	Some Travel	Sales	7	NY	White	3	Marketing	Sales Executive	Married	106586	1	No	"Monday, October 14, 2019"	No	3	1	3	3
1026	Female	22	Some Travel	Sales	16	NY	White	3	Marketing	Sales Executive	Married	48432	1	No	"Thursday, October 17, 2019"	No	3	0	0	3
1027	Female	23	Some Travel	Technology	15	CA	White	2	Information Systems	Machine Learning Engineer	Divorced	78275	2	No	"Friday, October 18, 2019"	No	3	0	3	2
1028	Male	22	Some Travel	Technology	32	CA	White	4	Other	Software Engineer	Married	34823	2	No	"Monday, October 21, 2019"	No	3	3	3	3
1029	Female	37	Some Travel	Sales	20	IL	White	3	Economics	Sales Executive	Married	195447	1	Yes	"Tuesday, October 22, 2019"	No	3	3	3	3
1030	Male	22	Some Travel	Technology	26	CA	White	3	Information Systems	Machine Learning Engineer	Married	62509	2	No	"Wednesday, October 23, 2019"	Yes	1	0	0	0
1031	Female	24	Some Travel	Sales	41	NY	White	1	Economics	Sales Executive	Married	73498	0	Yes	"Monday, October 28, 2019"	No	3	2	2	0
1032	Female	48	Some Travel	Technology	9	CA	White	4	Business Studies	Analytics Manager	Divorced	517695	1	No	"Tuesday, October 29, 2019"	No	3	2	2	3
1033	Male	24	Some Travel	Technology	7	NY	White	3	Other	Machine Learning Engineer	Single	121470	0	No	"Thursday, October 31, 2019"	No	3	2	2	3
1034	Female	23	Some Travel	Sales	34	NY	White	2	Economics	Sales Executive	Single	88382	0	No	"Friday, November 1, 2019"	No	3	1	3	1
1035	Male	24	Some Travel	Technology	18	CA	White	3	Information Systems	Software Engineer	Married	29722	1	No	"Wednesday, November 6, 2019"	No	3	1	3	2
1036	Male	22	Frequent Traveller	Technology	45	CA	White	2	Computer Science	Software Engineer	Single	26782	0	Yes	"Friday, November 8, 2019"	Yes	3	0	2	0
1037	Male	25	Some Travel	Sales	33	NY	White	5	Marketing	Sales Executive	Divorced	87347	3	Yes	"Saturday, November 9, 2019"	Yes	2	1	1	0
1038	Female	23	Frequent Traveller	Sales	26	NY	White	1	Marketing	Sales Executive	Married	44646	1	No	"Friday, November 15, 2019"	No	3	1	2	2
1039	Female	24	No Travel 	Sales	30	CA	White	4	Marketing 	Sales Representative	Divorced	28898	2	No	"Friday, November 15, 2019"	No	3	0	1	0
1040	Male	24	No Travel 	Technology	19	NY	White	1	Information Systems	Engineering Manager	Married	115110	2	No	"Tuesday, November 19, 2019"	No	3	3	3	3
1041	Male	23	No Travel 	Sales	10	NY	White	2	Marketing 	Sales Executive	Single	94417	0	No	"Tuesday, December 3, 2019"	No	3	3	3	2
1042	Male	21	Some Travel	Technology	16	CA	White	1	Information Systems	Software Engineer	Single	22515	0	Yes	"Thursday, December 5, 2019"	Yes	1	0	0	0
1043	Male	21	Some Travel	Technology	25	NY	White	4	Computer Science	Data Scientist	Single	34634	0	No	"Wednesday, December 11, 2019"	Yes	1	1	1	1
1044	Female	23	Some Travel	Sales	35	CA	White	3	Economics	Sales Executive	Divorced	45518	1	Yes	"Thursday, December 12, 2019"	No	3	3	3	2
1045	Female	30	Frequent Traveller	Technology	7	NY	White	3	Business Studies	Data Scientist	Married	175692	1	No	"Monday, December 16, 2019"	No	3	0	3	3
1046	Female	24	Some Travel	Technology	5	CA	White	4	Computer Science	Data Scientist	Single	100576	0	No	"Monday, December 16, 2019"	No	3	0	0	0
1047	Female	23	Some Travel	Technology	32	CA	White	4	Computer Science	Data Scientist	Divorced	47294	3	No	"Wednesday, December 18, 2019"	No	3	0	2	0
1048	Female	22	Some Travel	Technology	40	CA	White	1	Business Studies	Data Scientist	Married	53080	1	Yes	"Tuesday, December 24, 2019"	Yes	2	0	1	0
1049	Female	30	Some Travel	Technology	32	CA	White	3	Information Systems	Senior Software Engineer	Married	158656	1	No	"Wednesday, December 25, 2019"	Yes	2	1	1	2
1050	Non-Binary	24	Some Travel	Sales	33	CA	White	1	Technical Degree	Sales Representative	Divorced	24174	1	No	"Friday, December 27, 2019"	No	3	2	2	1
1051	Male	23	Some Travel	Sales	32	CA	White	3	Economics	Sales Executive	Single	84558	0	No	"Monday, December 30, 2019"	No	3	3	3	2
1052	Female	22	Some Travel	Sales	29	IL	White	1	Economics	Sales Representative	Married	20802	0	No	"Wednesday, January 1, 2020"	No	2	2	2	1
1053	Female	28	Some Travel	Human Resources	14	CA	White	4	Marketing 	HR Executive	Single	149734	0	No	"Thursday, January 2, 2020"	No	2	0	1	1
1054	Male	28	Some Travel	Technology	17	IL	White	3	Information Systems	Senior Software Engineer	Married	101210	1	No	"Friday, January 3, 2020"	No	2	2	2	1
